Latitude,Longitude
-37.184669711302284,146.83155456181586
-37.184601965584235,146.83220222311212
-37.18478393880395,146.83679749030156
-37.18487195777532,146.84075540457272
-37.18502348431631,146.8444353731136
-37.187434179030014,146.8455376956945
-37.18968043841991,146.84675819663454
-37.1913686526495,146.84769428037464
-37.19162931244786,146.84916622413425
-37.19164495129377,146.84982182191953
-37.191661174185,146.85040473774077
-37.191660836851916,146.85041562457522
-37.19179627530198,146.85098321371711
-37.19198808386671,146.85154541277942
-37.19231945655664,146.851966026786
-37.1926063331576,146.8522788486526
-37.19273233404323,146.85276536197395
-37.192926087147754,146.85338549963765
-37.1930865669254,146.85377172344346
-37.19335033131515,146.8543027986193
-37.19365761460753,146.85461924545615
-37.19389918730197,146.85478732010196
-37.193903592516854,146.8547628614724
-37.194267978189245,146.85471644524276
-37.194704930666724,146.85455958376158
-37.19496966456311,146.85440855528003
-37.195366460287254,146.85397619711821
-37.195799461519314,146.8537138267819
-37.19624297195154,146.853569892264
-37.19621660481753,146.85357095893616
-37.19623285161427,146.85357151081723
-37.196211008658025,146.8535942648303
-37.196193999197,146.85358339039766
-37.196177696625185,146.85356158412586
-37.19620357793274,146.85357618347862
-37.1961766016759,146.85354468404722
-37.196179764913914,146.85357003446387
-37.19617152177627,146.85358899123835
-37.1961720922802,146.8535903692573
-37.19618217958713,146.8536168869553
-37.19618197411341,146.85363927979628
-37.19616474934633,146.85363876440607
-37.196197572574384,146.85367202822735
-37.19618010727479,146.85368730689518
-37.196117396384075,146.85328932167093
-37.19587474290102,146.8527081453159
-37.1957621008767,146.85228823169933
-37.195621118027695,146.8517888291695
-37.195025932580734,146.84783941367536
-37.19435358933058,146.8433323401212
-37.19592385399335,146.83895273719375
-37.197140626457745,146.83611951407622
-37.198441591138064,146.83370560043952
-37.19975676030955,146.83260437898124
-37.20077491577518,146.83139314204055
-37.20177908760366,146.830376537002
-37.20199230290726,146.8302108598382
-37.20456707158896,146.82854126852814
-37.207751024364896,146.82649877868786
-37.210483305232536,146.82440447572824
-37.21279638839539,146.82300017774236
-37.215163513417465,146.8214095922598
-37.215511485905566,146.82105467472206
-37.215907924730764,146.82080009511887
-37.21587988314805,146.82079288361564
-37.21588632989306,146.82079174044458
-37.21591264706906,146.8207944893823
-37.21591817743558,146.8207590296962
-37.2159283612705,146.8207225963385
-37.215927842314976,146.820683311874
-37.21589650680517,146.82071356657084
-37.215893056567936,146.82070231701232
-37.21610272388155,146.82028540472362
-37.21623724377633,146.81973438444615
-37.21636187017365,146.8191220217044
-37.21635583375073,146.81850956982723
-37.21628762743127,146.81800901129552
-37.21616129694438,146.81744533351537
-37.216159089969544,146.8170347733256
-37.2161503557849,146.81654036340797
-37.21613373934424,146.8165768250176
-37.21613682363294,146.81655344671356
-37.21609972900206,146.81655562279494
-37.216108842537224,146.81652031288834
-37.21613038254253,146.81655583575457
-37.2161678488001,146.81653773042692
-37.21586018410791,146.81673413096112
-37.21554888677241,146.81706432157156
-37.21534012370316,146.81732262385574
-37.2151120483625,146.8178300075518
-37.21495661184215,146.81823903535064
-37.2147265830566,146.81870535327207
-37.21444142839134,146.81903626373344
-37.21410106082539,146.8193946756535
-37.21110080483578,146.82256721611324
-37.20881457625037,146.825413242335
-37.206662201295096,146.82814815835258
-37.20447882320307,146.8312364394784
-37.20282606841838,146.8339928642301
-37.20144102367803,146.83587520026649
-37.200526887564436,146.83703224575652
-37.200294176425736,146.83739612145212
-37.20030479195462,146.83740962969773
-37.2003199068435,146.8373829916163
-37.200360043754706,146.83734859827098
-37.200322403683934,146.83733835738528
-37.200652251638154,146.8375948639942
-37.20098834838062,146.83804067147042
-37.20121641825272,146.83835797234374
-37.201675489548826,146.8386345630165
-37.20201282241281,146.83885906151113
-37.20243222696524,146.83910033705232
-37.202720214922174,146.83939054500067
-37.20305619787684,146.83950358872247
-37.20335702200342,146.83975423476252
-37.203659033625165,146.83990674206984
-37.20401112343305,146.83998471151236
-37.20695515148991,146.84041486686706
-37.210351473901184,146.8408795205753
-37.21381312244247,146.84091625764572
-37.21416839006577,146.84097865182912
-37.21455937278309,146.84103181314362
-37.214958681643864,146.84098394788143
-37.21871440024991,146.83971605360495
-37.22176829332165,146.8386671677933
-37.22486877417647,146.83749924788768
-37.22789459423447,146.83612110477233
-37.228242259351354,146.83604147224437
-37.22864019388928,146.83593003014389
-37.22900757071503,146.83589125457928
-37.229302521005295,146.83581878769618
-37.22973423172865,146.83568767357468
-37.23016139339786,146.83554067449015
-37.230619971353036,146.83558094082113
-37.23094160393112,146.83570556514704
-37.231249380574546,146.8358455618985
-37.231563896608506,146.83599064647476
-37.231854953364966,146.83631006581498
-37.23211197150588,146.836532022919
-37.232578634092185,146.83683354216612
-37.2328457957489,146.83713675019018
-37.23312043433681,146.8375219072315
-37.233424730338356,146.83791965283905
-37.23339068026527,146.8379513548545
-37.2333834331619,146.83792276781668
-37.23335059194779,146.83791796608526
-37.233333182334874,146.83790207116763
-37.23332088940652,146.83787268159722
-37.233341624199,146.8378388601497
-37.23336871164071,146.8378278191137
-37.233357791377685,146.8378369145235
-37.23336153934668,146.83781294172175
-37.23334871075919,146.83783326359236
-37.233380437279635,146.83783005350668
-37.23346843772421,146.83828727425504
-37.23364044257406,146.83873714375508
-37.23381794581958,146.83923019969694
-37.23402033402305,146.83979252955675
-37.23424331878445,146.84024998205368
-37.234470805029375,146.84080302723032
-37.2346970870866,146.84136840125993
-37.234722993255424,146.841365475235
-37.234759816514405,146.8413585923713
-37.234757083696195,146.84139096443883
-37.23474620318515,146.84139729391998
-37.234722019952144,146.84141846190488
-37.23440827134236,146.84176053438526
-37.23412333975963,146.84221587141582
-37.23385633962933,146.84250943223893
-37.2334909367573,146.8428957370275
-37.233230024632526,146.84326210362602
-37.23291531389463,146.84369319866008
-37.23252707828452,146.84404623225353
-37.23222553488182,146.8444036333978
-37.231833861883544,146.8447906005987
-37.231533157269205,146.84497133949614
-37.231104535381455,146.8451183464806
-37.230681125358444,146.84519424521258
-37.23024122652273,146.84528633129526
-37.22991965781309,146.84529209325436
-37.229611898503975,146.8454432502498
-37.22929959292547,146.84545138968042
-37.228900191813956,146.84544764140674
-37.228539930298155,146.84541424915494
-37.22855555762956,146.84540206166508
-37.22829461835512,146.8451925309115
-37.227920191063326,146.84473373102642
-37.22761853374052,146.8444525484426
-37.22720942718926,146.84430663348726
-37.22695188417387,146.84418537712924
-37.22672367747428,146.84394983640973
-37.22668952209502,146.84395037895305
-37.22668514801003,146.84394915674775
-37.22670990498234,146.84393091726713
-37.22672022725349,146.84394836884246
-37.22672032365103,146.84392400932506
-37.226705320299985,146.84393951287132
-37.226713270435084,146.84393450687844
-37.22660913115983,146.84446304588957
-37.226524829632346,146.84478772439203
-37.226445171690514,146.84541915113905
-37.22648938283349,146.8459846739282
-37.22713465204819,146.8498915769012
-37.228140565782304,146.85445608641268
-37.22918679663777,146.8588539493454
-37.2312239042848,146.86123722130432
-37.232695624392,146.86299686531336
-37.23380754541121,146.86450465538454
-37.23469469552825,146.8657547955999
-37.23565024535682,146.86686494175026
-37.235879370920735,146.86707689961716
-37.23891275758077,146.86982686011726
-37.24182257011165,146.87233985500487
-37.244725279597155,146.87408037661132
-37.24778208623248,146.8755176385579
-37.24829594609145,146.87559450684958
-37.24872210336561,146.87552936536918
-37.2490803852808,146.87553230902088
-37.24947946697214,146.8755988399957
-37.249898045990406,146.87564846236796
-37.25038304438134,146.8756905048189
-37.25086044709667,146.87564277998334
-37.25110236617026,146.87585429349235
-37.251360122821204,146.87626862573745
-37.25154143966319,146.8765814082187
-37.2517000039806,146.87690376459642
-37.25364001988528,146.87966614024793
-37.255714802060055,146.88224495351065
-37.25837211389197,146.88491918756705
-37.26047035008852,146.88694754783253
-37.26229185858057,146.88829957275195
-37.2636528715181,146.8893693146223
-37.264799824746255,146.89004782607108
-37.26600350522887,146.89076012542913
-37.26626390397079,146.8908900266872
-37.269574176815254,146.891778153626
-37.27310441369071,146.8919702702969
-37.27603519183794,146.89376918615918
-37.27639061383831,146.89401969888414
-37.27672300628223,146.89412359912896
-37.27703548940702,146.89413506212472
-37.27743335699217,146.8941634745331
-37.27746807583845,146.89413965426007
-37.27757680058446,146.8945788737219
-37.277715002422525,146.89508183598372
-37.277897562764835,146.89927281437824
-37.27776419443418,146.9034171936166
-37.277284237266905,146.90743966922645
-37.27689770945642,146.9077014086882
-37.276862847509484,146.90771182669215
-37.27687746003533,146.90775005508567
-37.27686835817567,146.907730634904
-37.27689091452849,146.90775774737946
-37.276571767558195,146.90766953192255
-37.276208716824144,146.90767572418042
-37.27581781641563,146.9077263141523
-37.27543271541197,146.907661238354
-37.2750622269608,146.9075967709845
-37.274580659272026,146.90752133466086
-37.27411752782654,146.90752041707862
-37.273583127094554,146.9074659929021
-37.27311506813564,146.90755485903026
-37.272750139109505,146.90750386480212
-37.27240555702112,146.90751606033683
-37.26910297050897,146.90704862546116
-37.266198223399755,146.90704549227792
-37.2629837806967,146.9066082183041
-37.260162713329684,146.90636722796486
-37.25790675024438,146.9063829055068
-37.25626686046509,146.90801226498405
-37.25597536122108,146.9082401713927
-37.255594870105114,146.90855157757346
-37.25523904357457,146.90883792438098
-37.25487434299819,146.90928665167144
-37.25440823954615,146.9095025833729
-37.254069299961536,146.90954546098922
-37.250941076191076,146.90785970072815
-37.247569593736515,146.906219726662
-37.243956469767724,146.90462294424842
-37.241465826983365,146.90349254435912
-37.23925293474317,146.90210457880826
-37.23733301283677,146.90107285255843
-37.2359946766112,146.9002570394704
-37.23485132574341,146.89965794646764
-37.23454816079182,146.8995215138625
-37.234204158441734,146.89935055280134
-37.23370380586903,146.89931616324782
-37.23367100052758,146.89932298294255
-37.23369336754257,146.89932687007575
-37.23369301953517,146.89930357738635
-37.23370955440416,146.89933007539724
-37.23371521757686,146.89930612820396
-37.23373136613762,146.89927625562152
-37.23374571043512,146.89931603207864
-37.233759032044944,146.89930035649738
-37.233511195415446,146.89963138783676
-37.23350607527963,146.89964940490424
-37.23351361079122,146.8996407806558
-37.23334222764763,146.9000175540858
-37.23322649262166,146.90057536340157
-37.233193600697234,146.9011975438491
-37.23325664943202,146.90163290529415
-37.23309128377319,146.90222570376827
-37.23293662961265,146.90259548770362
-37.23278198932163,146.90316998909884
-37.232650130115935,146.9035571503105
-37.23091382560696,146.90695823145748
-37.22735532112804,146.90691474914064
-37.2240305253228,146.906859450204
-37.221537819091495,146.9071521443179
-37.219075570213825,146.90745237515563
-37.21740973978024,146.90766969236276
-37.2162296559496,146.90790366510282
-37.21507687401181,146.90823596064465
-37.21473660012535,146.90830567236867
-37.214771231994625,146.908324293237
-37.2147666909532,146.90832931428392
-37.214770670042796,146.90835771094066
-37.21479204436179,146.90834392329978
-37.21476131026338,146.9083831288741
-37.21479764375851,146.90835351048474
-37.214758867184386,146.9083784777939
-37.21473576046562,146.90840659545216
-37.21470119426581,146.90841591083995
-37.214711873050405,146.90839018020503
-37.21470092930446,146.90838117812692
-37.21468754776062,146.90837582200984
-37.21469021721533,146.90840006193812
-37.21449482652092,146.90790118275885
-37.214232974824796,146.90760737079492
-37.21403103179458,146.907099229649
-37.21377090616857,146.90678602704745
-37.213788741236584,146.90642026455728
-37.213779117834385,146.90643519693342
-37.213776685109046,146.90647409729485
-37.21375614512782,146.90647109542175
-37.213741056011166,146.90645899852115
-37.21376048491439,146.9064704711046
-37.21374669695283,146.90646971735032
-37.21374857553644,146.90646513805504
-37.213732936581174,146.90645945775822
-37.21375400189145,146.90649500685058
-37.213762703007376,146.9064836577879
-37.21374858642651,146.90645439952706
-37.21373923264162,146.90648761979529
-37.21374918973386,146.90650015378165
-37.21376745154201,146.90653046266036
-37.21374728904853,146.90652583608656
-37.21375525235156,146.9065172380407
-37.21387864649572,146.90598655324203
-37.21403121122421,146.90548991769452
-37.21421790538024,146.90489113887838
-37.21575447458584,146.90130074705374
-37.217502287767964,146.89766297165775
-37.21923344523013,146.8941558782174
-37.22115315268244,146.89110329916812
-37.22229995448922,146.8884553245163
-37.22116489516291,146.88704123912748
-37.219951850947155,146.88728416055454
-37.218430025730974,146.88764397805306
-37.2181812963648,146.88767082084226
-37.2152928942215,146.88842266678546
-37.21479273133574,146.88849942896073
-37.2114018070686,146.88900809315976
-37.20891058070726,146.88632394856964
-37.20856555048854,146.88594944774024
-37.20813762663045,146.88552061371206
-37.20775497582243,146.88542554929103
-37.20736888036365,146.8853982502014
-37.20691984687118,146.8856120128569
-37.20691191502266,146.88563796562158
-37.206923133592575,146.8856291477455
-37.20689652001698,146.88565518684598
-37.20687284085,146.88564260474524
-37.20683752165153,146.88561649580527
-37.20680867060456,146.88559596998505
-37.20683796473461,146.88563333200773
-37.20650085346114,146.88557687237034
-37.206011763070215,146.88542960932386
-37.20558369097706,146.88519550582652
-37.20521497221758,146.88502316488538
-37.20489314347563,146.88482914271808
-37.20463757933745,146.88471407633008
-37.204291314100026,146.885033827771
-37.20397665157374,146.88516060017807
-37.20353776233158,146.88528170733585
-37.20321148888846,146.88547435869873
-37.2028901208736,146.88549203034844
-37.202544829176574,146.88552283479567
-37.20208991064942,146.88540418527384
-37.20176811411416,146.88530126239507
-37.20131505669047,146.8852847297696
-37.20084921086422,146.8851917376558
-37.20053263557387,146.88538125567945
-37.20017554509618,146.8854604859968
-37.19977217291323,146.88549419116276
-37.19936230527409,146.88544607871137
-37.19905586941035,146.8854432718337
-37.19864182105516,146.8854334191362
-37.1982673406267,146.8853971627185
-37.198298845410044,146.8853799293316
-37.19801417279153,146.8852159676229
-37.19794888514857,146.88480093250905
-37.19777877069199,146.88430505162222
-37.19756754386081,146.8839704477788
-37.197429864220005,146.8836445174757
-37.19721992215576,146.8830904436609
-37.196922152898075,146.88270582484236
-37.19670057024288,146.88233037812316
-37.19643501274925,146.88183314552276
-37.196171705804375,146.88146777551324
-37.19592569947562,146.8809237002118
-37.19572341811473,146.88047473999728
-37.19549817801706,146.88007299772804
-37.19551661819905,146.88008323765925
-37.19554352956826,146.88008684930256
-37.1952502142107,146.8799474229842
-37.19489074909351,146.8796456204997
-37.19268446162355,146.87713588317405
-37.189838265951025,146.87895980169623
-37.189345386174814,146.8789535329451
-37.18931828481538,146.8789658831648
-37.18932127560853,146.87898170601818
-37.189343227928546,146.8790153761786
-37.18909866879537,146.87932663439955
-37.18889087670455,146.87961589406004
-37.188901758478885,146.8796024653153
-37.188938839625266,146.87964397011703
-37.18864171454833,146.8798364799628
-37.1884040547328,146.87999687374068
-37.18808933653864,146.88023574600732
-37.18772005359102,146.88054875887394
-37.18744237652759,146.88090409662405
-37.18704700934443,146.88133601392144
-37.18671840107147,146.8816164804709
-37.186380346550536,146.88183765256883
-37.18599298338797,146.88192343341674
-37.18556769416313,146.88205931404315
-37.18529166369683,146.882164155614
-37.184958073393254,146.88223039608303
-37.18465620476882,146.88240905618264
-37.18429570414478,146.88264630591922
-37.183909430009805,146.8827555558624
-37.18341613221217,146.88280503875123
-37.183051233717286,146.88267315414691
-37.18265225627816,146.88258882266538
-37.182113444413766,146.88265838042443
-37.181749329031454,146.88276340712557
-37.18133276115191,146.88270189998354
-37.18084437781672,146.88276258898142
-37.18051353734186,146.88269702119092
-37.18008863313212,146.8825821275308
-37.17959042395236,146.88257918811996
-37.176560429702256,146.88270513155075
-37.17367014345091,146.8832006811703
-37.169952145420886,146.88312667493403
-37.16677231497008,146.88259108439757
-37.16510325266489,146.88075935779162
-37.163875432981534,146.87941955823422
-37.162956469748245,146.87822783925722
-37.16200394411041,146.8768225454847
-37.161794043211316,146.8765631867832
-37.161541949803535,146.87600508154537
-37.16140307219622,146.87556101175295
-37.15991902831237,146.87230357490037
-37.15786674693205,146.86880370869383
-37.1552846032773,146.86671274199503
-37.15276454286741,146.8649888725941
-37.15233374701017,146.86470635167632
-37.149044680517676,146.86309121040756
-37.14637590245625,146.86141353625987
-37.143086477672185,146.85979774785554
-37.14017950100958,146.85812761314574
-37.1382025774508,146.85686733124774
-37.1367677267329,146.85582092486098
-37.13561838886018,146.8548776997501
-37.13421002192631,146.85394739231464
-37.13397270011087,146.8537634388641
-37.13056932468605,146.8516064294339
-37.13031059084807,146.85124024030156
-37.13006119118673,146.85086425143473
-37.12985468946856,146.8505135983526
-37.129660650449175,146.85021065120878
-37.12950178935673,146.8498471378248
-37.129216105852294,146.84952873538558
-37.12893286935036,146.8492501744845
-37.12859352501461,146.8488693044378
-37.12833245929891,146.84855587468093
-37.12583025878138,146.8460957290619
-37.12354009014029,146.84298054903155
-37.12323044847793,146.84258268123514
-37.12297896636844,146.8422416630483
-37.12277405949234,146.84196808978442
-37.12259358856356,146.84152341893403
-37.12231709457829,146.84104730241418
-37.12232087191213,146.84102268716566
-37.12231608609808,146.8410033731393
-37.12249064680578,146.84057472174646
-37.1225224506623,146.84056271679682
-37.12277016947859,146.8401262233713
-37.12302410446308,146.83974599095438
-37.123383775860326,146.83926789502843
-37.123532909129715,146.83894240448086
-37.123721533754996,146.8384777950491
-37.12374603094966,146.8385026446956
-37.123722879905614,146.83851441277534
-37.12370365696842,146.83853357286796
-37.12373970668701,146.8385731132278
-37.12370396631731,146.83853171337384
-37.12368297703119,146.8385628150436
-37.123641538793784,146.83803809980284
-37.12366415900803,146.83755578305886
-37.12344076940797,146.83379223943098
-37.12544293349666,146.83086863010385
-37.1290035388472,146.83122664549776
-37.13222229947665,146.83197475747394
-37.13429088930841,146.83237422512596
-37.134601081476546,146.83252161165464
-37.13497670455586,146.83279576306128
-37.13532929719229,146.832937564206
-37.135764168152974,146.83326468134777
-37.135759766428734,146.83325545724
-37.13575044686856,146.8332270281867
-37.13577228430864,146.83320011459475
-37.13581189636235,146.83317324344
-37.13583904976787,146.83319387823164
-37.13586664689399,146.83323198358954
-37.13584441402587,146.8332554878765
-37.13586045661317,146.8332973143517
-37.13611930896598,146.83371793330375
-37.13642273233932,146.8340929257604
-37.13665553265558,146.83441203133776
-37.13675055718518,146.8349833100048
-37.13698121225611,146.83543590062604
-37.137242274625905,146.8358981768579
-37.1374877216124,146.83625019489835
-37.1396070094074,146.83888498304475
-37.142115347236064,146.8415699858086
-37.142486477807424,146.84198386204255
-37.14281611884871,146.84225527952432
-37.14279269572591,146.84225340232933
-37.14282258489985,146.84228992966075
-37.14324259860757,146.84191701991307
-37.1436190793757,146.8417286747557
-37.14358723129796,146.8417506402202
-37.1437991321122,146.84145038934057
-37.14596307915609,146.8380824949352
-37.14827139348256,146.83502953926933
-37.1506868039144,146.83183803975612
-37.151011266441756,146.8314490379298
-37.15138292353272,146.83115147579792
-37.151688600305306,146.8309014068271
-37.152030941601936,146.830503524444
-37.1523108424742,146.83021768788157
-37.15261547629855,146.8297722534345
-37.15282133555567,146.82947148918063
-37.153003199736,146.82897572602027
-37.153205343478085,146.82856411810772
-37.15341953332837,146.8282943240552
-37.153700082317,146.82797983216818
-37.15405460511183,146.82764596798592
-37.154063043894084,146.82765339155665
-37.154057371870984,146.82768164036762
-37.154067627296634,146.8277189229112
-37.15438257531535,146.82732406097122
-37.15434575223619,146.82732208302522
-37.15432200774478,146.82733592108121
-37.15434790978209,146.8273359449672
-37.15433433255545,146.82730306475148
-37.15469554030862,146.82684321483637
-37.155000553741466,146.82638643353948
-37.15527714861481,146.8261554670124
-37.155292524178414,146.82619238735973
-37.155309173777674,146.8262042144496
-37.15530831479547,146.826232299795
-37.15533548686459,146.8262095449703
-37.15530047256386,146.82620956908926
-37.15526896323116,146.82619022529798
-37.155233502069336,146.82615412089262
-37.15519764366448,146.82616340668085
-37.15519570194936,146.82614434425426
-37.15522867440123,146.82612284755183
-37.15525917193708,146.82612463651017
-37.15526027404061,146.82616306505503
-37.154879012109625,146.82582285263288
-37.1545382226222,146.8253433672952
-37.15414078646045,146.82490773934256
-37.15372573219371,146.82463894670843
-37.153285242324266,146.82444939480825
-37.15293316080461,146.82439528281245
-37.15292459419502,146.82441468468932
-37.15290604147206,146.8243967576724
-37.152927824322305,146.82436749858877
-37.152930244489134,146.824342400144
-37.152500305581846,146.82409462908242
-37.15207132137983,146.82399002015745
-37.15210802990194,146.82401903646533
-37.15210931481047,146.82399681155874
-37.15210654938709,146.82398799744155
-37.152336546811206,146.8234912078859
-37.15586603881816,146.82404259162732
-37.15880013929995,146.82471151398184
-37.16168988780752,146.82521898782215
-37.16485087580636,146.82543512838583
-37.16705446140821,146.8256668915323
-37.16772568588514,146.82773496554742
-37.167910831783296,146.82828190117303
-37.168063025169054,146.82872166862686
-37.16812429797342,146.82928856599415
-37.16812092689742,146.82977021846258
-37.16821541983682,146.8301791415637
-37.168360654866966,146.83054880392652
-37.16863216181125,146.8309771193037
-37.16895838066342,146.83135917076748
-37.16914615027388,146.83165770966272
-37.16930100676647,146.83195942039288
-37.16926503027761,146.8319706335018
-37.169274405825654,146.83195554920673
-37.169305440304946,146.83192700737683
-37.16933668002569,146.8319245178022
-37.169377181182725,146.83148324630187
-37.16922619562264,146.8311453231686
-37.16899269426414,146.83071083827969
-37.16878198879606,146.83012666688347
-37.16686165101469,146.8262759278753
-37.165445454855615,146.8226210217912
-37.163920218622714,146.81917447221272
-37.16280335690564,146.81585020258848
-37.16014790751818,146.81567880121696
-37.159812776871846,146.81565681663332
-37.159353857834354,146.81560863275735
-37.15936081131234,146.8155692231419
-37.15933409138781,146.81554520112002
-37.158931519585096,146.81570028363038
-37.15850999809791,146.8157871809012
-37.15815660660717,146.81588766152078
-37.15816029427887,146.81586722586954
-37.158170001180245,146.81583240710518
-37.157852210200225,146.81531992324494
-37.157577365561785,146.81502531389953
-37.1574397402832,146.81464886729688
-37.15733302855307,146.81427484740456
-37.1572747061181,146.81387367915084
-37.15733888758914,146.81329766108203
-37.157399827718464,146.81266601461394
-37.157380202057475,146.81213862053593
-37.15738761754352,146.81159910035637
-37.15727811134717,146.81101360018326
-37.15727829758512,146.81059590282592
-37.15717925040442,146.8101633977136
-37.15712370094415,146.80977853714617
-37.15702814988862,146.80934207948633
-37.15680987207576,146.80893305306947
-37.15456689815816,146.80521512761024
-37.15241904990967,146.80200313627677
-37.15017531329119,146.79811856581603
-37.148700037799344,146.7951669604956
-37.14742258536921,146.79247279442615
-37.146688005425474,146.79065191819558
-37.14617801626278,146.78911969901435
-37.14481788932053,146.78863956114947
-37.14456038168055,146.78851334092514
-37.141712924016566,146.78776675641055
-37.13800688037514,146.78637797859685
-37.136696587080294,146.78211398474713
-37.13535628290944,146.77845794282837
-37.134184939898994,146.77539911374188
-37.133158368354685,146.77311670605476
-37.13300198434328,146.77261004759706
-37.13282612241074,146.77206985968286
-37.13264581838481,146.77172843363655
-37.1324388290412,146.77125477691695
-37.132243416467844,146.77074209433474
-37.131868707235455,146.77053018228557
-37.131523359292736,146.77047778947497
-37.12818293435693,146.768942004401
-37.12515494111481,146.7671446203556
-37.1225317716113,146.76530745115568
-37.12006964227844,146.76330507582702
-37.117723227833196,146.76145425252614
-37.11626306150313,146.76003491827979
-37.1150701841001,146.75883346924638
-37.11396166587456,146.75759096571568
-37.11358648158421,146.75741251217946
-37.11328278411944,146.75721632509973
-37.11298694351292,146.756938325757
-37.11268705144341,146.75660601896445
-37.112335611801726,146.75634404659178
-37.111839729905256,146.75622466321755
-37.11155450840187,146.7560285658731
-37.11123362995875,146.75588645666093
-37.11093850094948,146.7556776526518
-37.110608507248074,146.75528941263443
-37.110641607324865,146.75525050468994
-37.11062116786209,146.75523888538964
-37.110645028836935,146.75520296705054
-37.11068055978276,146.7552289085313
